Date,Day,Breakfast (kg),Lunch (kg),Dinner (kg),Total Wastage (kg),Week Number (ISO),Year,Tooltip - Breakfast,Tooltip - Lunch,Tooltip - Dinner,Tooltip - Total
Wednesday, September 22, 2021,Wednesday,8.2,36.21,33.58,77.99,38,2021,<b>Sep 22 2021</b><br>8kg (~16 full plates),<b>Sep 22 2021</b><br>36kg (~72 full plates),<b>Sep 22 2021</b><br>34kg (~68 full plates),<b>Sep 22 2021</b><br>78kg (~156 full plates)
Thursday, September 23, 2021,Thursday,10.76,28.22,19.62,58.6,38,2021,<b>Sep 23 2021</b><br>11kg (~22 full plates),<b>Sep 23 2021</b><br>28kg (~56 full plates),<b>Sep 23 2021</b><br>20kg (~40 full plates),<b>Sep 23 2021</b><br>59kg (~118 full plates)
Friday, September 24, 2021,Friday,7.86,34.15,17.2,59.21,38,2021,<b>Sep 24 2021</b><br>8kg (~16 full plates),<b>Sep 24 2021</b><br>34kg (~68 full plates),<b>Sep 24 2021</b><br>17kg (~34 full plates),<b>Sep 24 2021</b><br>59kg (~118 full plates)
Saturday, September 25, 2021,Saturday,10.76,30.68,23.07,64.51,38,2021,<b>Sep 25 2021</b><br>11kg (~22 full plates),<b>Sep 25 2021</b><br>31kg (~62 full plates),<b>Sep 25 2021</b><br>23kg (~46 full plates),<b>Sep 25 2021</b><br>65kg (~130 full plates)
Sunday, September 26, 2021,Sunday,9.76,31.07,19.45,60.28,38,2021,<b>Sep 26 2021</b><br>10kg (~20 full plates),<b>Sep 26 2021</b><br>31kg (~62 full plates),<b>Sep 26 2021</b><br>19kg (~38 full plates),<b>Sep 26 2021</b><br>60kg (~120 full plates)
Monday, September 27, 2021,Monday,10.13,26.32,26.48,62.93,39,2021,<b>Sep 27 2021</b><br>10kg (~20 full plates),<b>Sep 27 2021</b><br>26kg (~52 full plates),<b>Sep 27 2021</b><br>26kg (~52 full plates),<b>Sep 27 2021</b><br>63kg (~126 full plates)
Tuesday, September 28, 2021,Tuesday,10.8,33.67,23.4,67.87,39,2021,<b>Sep 28 2021</b><br>11kg (~22 full plates),<b>Sep 28 2021</b><br>34kg (~68 full plates),<b>Sep 28 2021</b><br>23kg (~46 full plates),<b>Sep 28 2021</b><br>68kg (~136 full plates)
Wednesday, September 29, 2021,Wednesday,8.17,28.49,25.94,62.6,39,2021,<b>Sep 29 2021</b><br>8kg (~16 full plates),<b>Sep 29 2021</b><br>28kg (~56 full plates),<b>Sep 29 2021</b><br>26kg (~52 full plates),<b>Sep 29 2021</b><br>63kg (~126 full plates)
Thursday, September 30, 2021,Thursday,10.68,26.09,22.16,58.93,39,2021,<b>Sep 30 2021</b><br>11kg (~22 full plates),<b>Sep 30 2021</b><br>26kg (~52 full plates),<b>Sep 30 2021</b><br>22kg (~44 full plates),<b>Sep 30 2021</b><br>59kg (~118 full plates)
Friday, October 1, 2021,Friday,9.06,30.57,21.48,61.11,39,2021,<b>Oct 01 2021</b><br>9kg (~18 full plates),<b>Oct 01 2021</b><br>31kg (~62 full plates),<b>Oct 01 2021</b><br>21kg (~42 full plates),<b>Oct 01 2021</b><br>61kg (~122 full plates)
Saturday, October 2, 2021,Saturday,11.6,32.36,25.22,69.18,39,2021,<b>Oct 02 2021</b><br>12kg (~24 full plates),<b>Oct 02 2021</b><br>32kg (~64 full plates),<b>Oct 02 2021</b><br>25kg (~50 full plates),<b>Oct 02 2021</b><br>69kg (~138 full plates)
Sunday, October 3, 2021,Sunday,15.21,28.98,23.79,67.98,39,2021,<b>Oct 03 2021</b><br>15kg (~30 full plates),<b>Oct 03 2021</b><br>29kg (~58 full plates),<b>Oct 03 2021</b><br>24kg (~48 full plates),<b>Oct 03 2021</b><br>68kg (~136 full plates)
Monday, October 4, 2021,Monday,12.95,27.31,27.01,67.27,40,2021,<b>Oct 04 2021</b><br>13kg (~26 full plates),<b>Oct 04 2021</b><br>27kg (~54 full plates),<b>Oct 04 2021</b><br>27kg (~54 full plates),<b>Oct 04 2021</b><br>67kg (~134 full plates)
Tuesday, October 5, 2021,Tuesday,14.09,32.96,25.98,73.03,40,2021,<b>Oct 05 2021</b><br>14kg (~28 full plates),<b>Oct 05 2021</b><br>33kg (~66 full plates),<b>Oct 05 2021</b><br>26kg (~52 full plates),<b>Oct 05 2021</b><br>73kg (~146 full plates)
Wednesday, October 6, 2021,Wednesday,9,36.18,23.57,68.75,40,2021,<b>Oct 06 2021</b><br>9kg (~18 full plates),<b>Oct 06 2021</b><br>36kg (~72 full plates),<b>Oct 06 2021</b><br>24kg (~48 full plates),<b>Oct 06 2021</b><br>69kg (~138 full plates)
Thursday, October 7, 2021,Thursday,10.48,29.9,18.96,59.34,40,2021,<b>Oct 07 2021</b><br>10kg (~20 full plates),<b>Oct 07 2021</b><br>30kg (~60 full plates),<b>Oct 07 2021</b><br>19kg (~38 full plates),<b>Oct 07 2021</b><br>59kg (~118 full plates)
Friday, October 8, 2021,Friday,7.6,32.1,21.24,60.94,40,2021,<b>Oct 08 2021</b><br>8kg (~16 full plates),<b>Oct 08 2021</b><br>32kg (~64 full plates),<b>Oct 08 2021</b><br>21kg (~42 full plates),<b>Oct 08 2021</b><br>61kg (~122 full plates)
Saturday, October 9, 2021,Saturday,10.41,25.22,17.56,53.19,40,2021,<b>Oct 09 2021</b><br>10kg (~20 full plates),<b>Oct 09 2021</b><br>25kg (~50 full plates),<b>Oct 09 2021</b><br>18kg (~36 full plates),<b>Oct 09 2021</b><br>53kg (~106 full plates)
Sunday, October 10, 2021,Sunday,11.16,28.17,25.16,64.49,40,2021,<b>Oct 10 2021</b><br>11kg (~22 full plates),<b>Oct 10 2021</b><br>28kg (~56 full plates),<b>Oct 10 2021</b><br>25kg (~50 full plates),<b>Oct 10 2021</b><br>64kg (~128 full plates)
Monday, October 11, 2021,Monday,10.04,34.41,26.91,71.36,41,2021,<b>Oct 11 2021</b><br>10kg (~20 full plates),<b>Oct 11 2021</b><br>34kg (~68 full plates),<b>Oct 11 2021</b><br>27kg (~54 full plates),<b>Oct 11 2021</b><br>71kg (~142 full plates)
Tuesday, October 12, 2021,Tuesday,12.32,28.42,23.49,64.23,41,2021,<b>Oct 12 2021</b><br>12kg (~24 full plates),<b>Oct 12 2021</b><br>28kg (~56 full plates),<b>Oct 12 2021</b><br>23kg (~46 full plates),<b>Oct 12 2021</b><br>64kg (~128 full plates)
Wednesday, October 13, 2021,Wednesday,11.63,23.1,27.07,61.8,41,2021,<b>Oct 13 2021</b><br>12kg (~24 full plates),<b>Oct 13 2021</b><br>23kg (~46 full plates),<b>Oct 13 2021</b><br>27kg (~54 full plates),<b>Oct 13 2021</b><br>62kg (~124 full plates)
Thursday, October 14, 2021,Thursday,13.84,29.05,24.17,67.06,41,2021,<b>Oct 14 2021</b><br>14kg (~28 full plates),<b>Oct 14 2021</b><br>29kg (~58 full plates),<b>Oct 14 2021</b><br>24kg (~48 full plates),<b>Oct 14 2021</b><br>67kg (~134 full plates)
Friday, October 15, 2021,Friday,7.3,26.33,17.41,51.04,41,2021,<b>Oct 15 2021</b><br>7kg (~14 full plates),<b>Oct 15 2021</b><br>26kg (~52 full plates),<b>Oct 15 2021</b><br>17kg (~34 full plates),<b>Oct 15 2021</b><br>51kg (~102 full plates)
Saturday, October 16, 2021,Saturday,15.16,29.48,22.54,67.18,41,2021,<b>Oct 16 2021</b><br>15kg (~30 full plates),<b>Oct 16 2021</b><br>29kg (~58 full plates),<b>Oct 16 2021</b><br>23kg (~46 full plates),<b>Oct 16 2021</b><br>67kg (~134 full plates)
Sunday, October 17, 2021,Sunday,9.6,27.82,21.24,58.66,41,2021,<b>Oct 17 2021</b><br>10kg (~20 full plates),<b>Oct 17 2021</b><br>28kg (~56 full plates),<b>Oct 17 2021</b><br>21kg (~42 full plates),<b>Oct 17 2021</b><br>59kg (~118 full plates)
Monday, October 18, 2021,Monday,10.58,26.02,16.64,53.24,42,2021,<b>Oct 18 2021</b><br>11kg (~22 full plates),<b>Oct 18 2021</b><br>26kg (~52 full plates),<b>Oct 18 2021</b><br>17kg (~34 full plates),<b>Oct 18 2021</b><br>53kg (~106 full plates)
Tuesday, October 19, 2021,Tuesday,7.39,20.69,16.37,44.45,42,2021,<b>Oct 19 2021</b><br>7kg (~14 full plates),<b>Oct 19 2021</b><br>21kg (~42 full plates),<b>Oct 19 2021</b><br>16kg (~32 full plates),<b>Oct 19 2021</b><br>44kg (~88 full plates)
Wednesday, October 20, 2021,Wednesday,7.56,21.07,17.27,45.9,42,2021,<b>Oct 20 2021</b><br>8kg (~16 full plates),<b>Oct 20 2021</b><br>21kg (~42 full plates),<b>Oct 20 2021</b><br>17kg (~34 full plates),<b>Oct 20 2021</b><br>46kg (~92 full plates)
Thursday, October 21, 2021,Thursday,5.59,18.42,17.64,41.65,42,2021,<b>Oct 21 2021</b><br>6kg (~12 full plates),<b>Oct 21 2021</b><br>18kg (~36 full plates),<b>Oct 21 2021</b><br>18kg (~36 full plates),<b>Oct 21 2021</b><br>42kg (~84 full plates)
Friday, October 22, 2021,Friday,5.68,17.36,18.65,41.69,42,2021,<b>Oct 22 2021</b><br>6kg (~12 full plates),<b>Oct 22 2021</b><br>17kg (~34 full plates),<b>Oct 22 2021</b><br>19kg (~38 full plates),<b>Oct 22 2021</b><br>42kg (~84 full plates)
Saturday, October 23, 2021,Saturday,8.01,24.16,29.49,61.66,42,2021,<b>Oct 23 2021</b><br>8kg (~16 full plates),<b>Oct 23 2021</b><br>24kg (~48 full plates),<b>Oct 23 2021</b><br>29kg (~58 full plates),<b>Oct 23 2021</b><br>62kg (~124 full plates)
Sunday, October 24, 2021,Sunday,7.94,30.23,23.67,61.84,42,2021,<b>Oct 24 2021</b><br>8kg (~16 full plates),<b>Oct 24 2021</b><br>30kg (~60 full plates),<b>Oct 24 2021</b><br>24kg (~48 full plates),<b>Oct 24 2021</b><br>62kg (~124 full plates)
Monday, October 25, 2021,Monday,9.82,28.48,27.62,65.92,43,2021,<b>Oct 25 2021</b><br>10kg (~20 full plates),<b>Oct 25 2021</b><br>28kg (~56 full plates),<b>Oct 25 2021</b><br>28kg (~56 full plates),<b>Oct 25 2021</b><br>66kg (~132 full plates)
Tuesday, October 26, 2021,Tuesday,11.73,25.44,25.51,62.68,43,2021,<b>Oct 26 2021</b><br>12kg (~24 full plates),<b>Oct 26 2021</b><br>25kg (~50 full plates),<b>Oct 26 2021</b><br>26kg (~52 full plates),<b>Oct 26 2021</b><br>63kg (~126 full plates)
Wednesday, October 27, 2021,Wednesday,9.21,23.83,25.43,58.47,43,2021,<b>Oct 27 2021</b><br>9kg (~18 full plates),<b>Oct 27 2021</b><br>24kg (~48 full plates),<b>Oct 27 2021</b><br>25kg (~50 full plates),<b>Oct 27 2021</b><br>58kg (~116 full plates)
Thursday, October 28, 2021,Thursday,7.66,18.47,19.56,45.69,43,2021,<b>Oct 28 2021</b><br>8kg (~16 full plates),<b>Oct 28 2021</b><br>18kg (~36 full plates),<b>Oct 28 2021</b><br>20kg (~40 full plates),<b>Oct 28 2021</b><br>46kg (~92 full plates)
Friday, October 29, 2021,Friday,7.04,33.52,0,40.56,43,2021,<b>Oct 29 2021</b><br>7kg (~14 full plates),<b>Oct 29 2021</b><br>34kg (~68 full plates),<b>Oct 29 2021</b><br>0kg (~0 full plates),<b>Oct 29 2021</b><br>41kg (~82 full plates)
Saturday, October 30, 2021,Saturday,6.6,31.07,23.3,60.97,43,2021,<b>Oct 30 2021</b><br>7kg (~14 full plates),<b>Oct 30 2021</b><br>31kg (~62 full plates),<b>Oct 30 2021</b><br>23kg (~46 full plates),<b>Oct 30 2021</b><br>61kg (~122 full plates)
Sunday, October 31, 2021,Sunday,8.8,32.97,32.47,74.24,43,2021,<b>Oct 31 2021</b><br>9kg (~18 full plates),<b>Oct 31 2021</b><br>33kg (~66 full plates),<b>Oct 31 2021</b><br>32kg (~64 full plates),<b>Oct 31 2021</b><br>74kg (~148 full plates)
Monday, November 1, 2021,Monday,10.25,25.25,25.09,60.59,44,2021,<b>Nov 01 2021</b><br>10kg (~20 full plates),<b>Nov 01 2021</b><br>25kg (~50 full plates),<b>Nov 01 2021</b><br>25kg (~50 full plates),<b>Nov 01 2021</b><br>61kg (~122 full plates)
Tuesday, November 2, 2021,Tuesday,9.14,30.3,21.39,60.83,44,2021,<b>Nov 02 2021</b><br>9kg (~18 full plates),<b>Nov 02 2021</b><br>30kg (~60 full plates),<b>Nov 02 2021</b><br>21kg (~42 full plates),<b>Nov 02 2021</b><br>61kg (~122 full plates)
Wednesday, November 3, 2021,Wednesday,8.93,29.8,22.72,61.45,44,2021,<b>Nov 03 2021</b><br>9kg (~18 full plates),<b>Nov 03 2021</b><br>30kg (~60 full plates),<b>Nov 03 2021</b><br>23kg (~46 full plates),<b>Nov 03 2021</b><br>61kg (~122 full plates)
Thursday, November 4, 2021,Thursday,9.95,18.53,20.54,49.02,44,2021,<b>Nov 04 2021</b><br>10kg (~20 full plates),<b>Nov 04 2021</b><br>19kg (~38 full plates),<b>Nov 04 2021</b><br>21kg (~42 full plates),<b>Nov 04 2021</b><br>49kg (~98 full plates)
Friday, November 5, 2021,Friday,4.69,29.25,22.07,56.01,44,2021,<b>Nov 05 2021</b><br>5kg (~10 full plates),<b>Nov 05 2021</b><br>29kg (~58 full plates),<b>Nov 05 2021</b><br>22kg (~44 full plates),<b>Nov 05 2021</b><br>56kg (~112 full plates)
Saturday, November 6, 2021,Saturday,7.75,26.55,21.75,56.05,44,2021,<b>Nov 06 2021</b><br>8kg (~16 full plates),<b>Nov 06 2021</b><br>27kg (~54 full plates),<b>Nov 06 2021</b><br>22kg (~44 full plates),<b>Nov 06 2021</b><br>56kg (~112 full plates)
Sunday, November 7, 2021,Sunday,9.61,29.46,24.77,63.84,44,2021,<b>Nov 07 2021</b><br>10kg (~20 full plates),<b>Nov 07 2021</b><br>29kg (~58 full plates),<b>Nov 07 2021</b><br>25kg (~50 full plates),<b>Nov 07 2021</b><br>64kg (~128 full plates)
Monday, November 8, 2021,Monday,12.11,33.3,26.92,72.33,45,2021,<b>Nov 08 2021</b><br>12kg (~24 full plates),<b>Nov 08 2021</b><br>33kg (~66 full plates),<b>Nov 08 2021</b><br>27kg (~54 full plates),<b>Nov 08 2021</b><br>72kg (~144 full plates)
Tuesday, November 9, 2021,Tuesday,10.35,23.63,22.26,56.24,45,2021,<b>Nov 09 2021</b><br>10kg (~20 full plates),<b>Nov 09 2021</b><br>24kg (~48 full plates),<b>Nov 09 2021</b><br>22kg (~44 full plates),<b>Nov 09 2021</b><br>56kg (~112 full plates)
Wednesday, November 10, 2021,Wednesday,15.25,28.61,25.84,69.7,45,2021,<b>Nov 10 2021</b><br>15kg (~30 full plates),<b>Nov 10 2021</b><br>29kg (~58 full plates),<b>Nov 10 2021</b><br>26kg (~52 full plates),<b>Nov 10 2021</b><br>70kg (~140 full plates)
Thursday, November 11, 2021,Thursday,7.82,32.42,25.33,65.57,45,2021,<b>Nov 11 2021</b><br>8kg (~16 full plates),<b>Nov 11 2021</b><br>32kg (~64 full plates),<b>Nov 11 2021</b><br>25kg (~50 full plates),<b>Nov 11 2021</b><br>66kg (~132 full plates)
Friday, November 12, 2021,Friday,8.98,29.18,23.13,61.29,45,2021,<b>Nov 12 2021</b><br>9kg (~18 full plates),<b>Nov 12 2021</b><br>29kg (~58 full plates),<b>Nov 12 2021</b><br>23kg (~46 full plates),<b>Nov 12 2021</b><br>61kg (~122 full plates)
Saturday, November 13, 2021,Saturday,6.96,29.28,18.94,55.18,45,2021,<b>Nov 13 2021</b><br>7kg (~14 full plates),<b>Nov 13 2021</b><br>29kg (~58 full plates),<b>Nov 13 2021</b><br>19kg (~38 full plates),<b>Nov 13 2021</b><br>55kg (~110 full plates)
Sunday, November 14, 2021,Sunday,7.8,20.2,27.72,55.72,45,2021,<b>Nov 14 2021</b><br>8kg (~16 full plates),<b>Nov 14 2021</b><br>20kg (~40 full plates),<b>Nov 14 2021</b><br>28kg (~56 full plates),<b>Nov 14 2021</b><br>56kg (~112 full plates)
Monday, November 15, 2021,Monday,13.72,29.12,25.61,68.45,46,2021,<b>Nov 15 2021</b><br>14kg (~28 full plates),<b>Nov 15 2021</b><br>29kg (~58 full plates),<b>Nov 15 2021</b><br>26kg (~52 full plates),<b>Nov 15 2021</b><br>68kg (~136 full plates)
Tuesday, November 16, 2021,Tuesday,9.4,31.24,20.57,61.21,46,2021,<b>Nov 16 2021</b><br>9kg (~18 full plates),<b>Nov 16 2021</b><br>31kg (~62 full plates),<b>Nov 16 2021</b><br>21kg (~42 full plates),<b>Nov 16 2021</b><br>61kg (~122 full plates)
Wednesday, November 17, 2021,Wednesday,8.61,31.43,28.3,68.34,46,2021,<b>Nov 17 2021</b><br>9kg (~18 full plates),<b>Nov 17 2021</b><br>31kg (~62 full plates),<b>Nov 17 2021</b><br>28kg (~56 full plates),<b>Nov 17 2021</b><br>68kg (~136 full plates)
Thursday, November 18, 2021,Thursday,10.2,28.91,22.72,61.83,46,2021,<b>Nov 18 2021</b><br>10kg (~20 full plates),<b>Nov 18 2021</b><br>29kg (~58 full plates),<b>Nov 18 2021</b><br>23kg (~46 full plates),<b>Nov 18 2021</b><br>62kg (~124 full plates)
Friday, November 19, 2021,Friday,7.3,27.85,21.2,56.35,46,2021,<b>Nov 19 2021</b><br>7kg (~14 full plates),<b>Nov 19 2021</b><br>28kg (~56 full plates),<b>Nov 19 2021</b><br>21kg (~42 full plates),<b>Nov 19 2021</b><br>56kg (~112 full plates)
Saturday, November 20, 2021,Saturday,10.08,23.09,22.06,55.23,46,2021,<b>Nov 20 2021</b><br>10kg (~20 full plates),<b>Nov 20 2021</b><br>23kg (~46 full plates),<b>Nov 20 2021</b><br>22kg (~44 full plates),<b>Nov 20 2021</b><br>55kg (~110 full plates)
Sunday, November 21, 2021,Sunday,7.22,27.72,16.21,51.15,46,2021,<b>Nov 21 2021</b><br>7kg (~14 full plates),<b>Nov 21 2021</b><br>28kg (~56 full plates),<b>Nov 21 2021</b><br>16kg (~32 full plates),<b>Nov 21 2021</b><br>51kg (~102 full plates)
Monday, November 22, 2021,Monday,8.61,26.03,25.64,60.28,47,2021,<b>Nov 22 2021</b><br>9kg (~18 full plates),<b>Nov 22 2021</b><br>26kg (~52 full plates),<b>Nov 22 2021</b><br>26kg (~52 full plates),<b>Nov 22 2021</b><br>60kg (~120 full plates)
Tuesday, November 23, 2021,Tuesday,9.66,24.95,18.57,53.18,47,2021,<b>Nov 23 2021</b><br>10kg (~20 full plates),<b>Nov 23 2021</b><br>25kg (~50 full plates),<b>Nov 23 2021</b><br>19kg (~38 full plates),<b>Nov 23 2021</b><br>53kg (~106 full plates)
Wednesday, November 24, 2021,Wednesday,10.64,21.65,24.44,56.73,47,2021,<b>Nov 24 2021</b><br>11kg (~22 full plates),<b>Nov 24 2021</b><br>22kg (~44 full plates),<b>Nov 24 2021</b><br>24kg (~48 full plates),<b>Nov 24 2021</b><br>57kg (~114 full plates)
Thursday, November 25, 2021,Thursday,8.41,43.48,16.62,68.51,47,2021,<b>Nov 25 2021</b><br>8kg (~16 full plates),<b>Nov 25 2021</b><br>43kg (~86 full plates),<b>Nov 25 2021</b><br>17kg (~34 full plates),<b>Nov 25 2021</b><br>69kg (~138 full plates)
Friday, November 26, 2021,Friday,10.02,27.93,19.74,57.69,47,2021,<b>Nov 26 2021</b><br>10kg (~20 full plates),<b>Nov 26 2021</b><br>28kg (~56 full plates),<b>Nov 26 2021</b><br>20kg (~40 full plates),<b>Nov 26 2021</b><br>58kg (~116 full plates)
Saturday, November 27, 2021,Saturday,14.77,29.85,26.28,70.9,47,2021,<b>Nov 27 2021</b><br>15kg (~30 full plates),<b>Nov 27 2021</b><br>30kg (~60 full plates),<b>Nov 27 2021</b><br>26kg (~52 full plates),<b>Nov 27 2021</b><br>71kg (~142 full plates)
Sunday, November 28, 2021,Sunday,7.19,24.27,25.93,57.39,47,2021,<b>Nov 28 2021</b><br>7kg (~14 full plates),<b>Nov 28 2021</b><br>24kg (~48 full plates),<b>Nov 28 2021</b><br>26kg (~52 full plates),<b>Nov 28 2021</b><br>57kg (~114 full plates)
Monday, November 29, 2021,Monday,9.5,28.77,26.18,64.45,48,2021,<b>Nov 29 2021</b><br>10kg (~20 full plates),<b>Nov 29 2021</b><br>29kg (~58 full plates),<b>Nov 29 2021</b><br>26kg (~52 full plates),<b>Nov 29 2021</b><br>64kg (~128 full plates)
Tuesday, November 30, 2021,Tuesday,10.2,28.91,22.72,61.83,48,2021,<b>Nov 30 2021</b><br>10kg (~20 full plates),<b>Nov 30 2021</b><br>29kg (~58 full plates),<b>Nov 30 2021</b><br>23kg (~46 full plates),<b>Nov 30 2021</b><br>62kg (~124 full plates)
Wednesday, December 1, 2021,Wednesday,5.88,28.58,33.07,67.53,48,2021,<b>Dec 01 2021</b><br>6kg (~12 full plates),<b>Dec 01 2021</b><br>29kg (~58 full plates),<b>Dec 01 2021</b><br>33kg (~66 full plates),<b>Dec 01 2021</b><br>68kg (~136 full plates)
Thursday, December 2, 2021,Thursday,7.83,20.67,14.96,43.46,48,2021,<b>Dec 02 2021</b><br>8kg (~16 full plates),<b>Dec 02 2021</b><br>21kg (~42 full plates),<b>Dec 02 2021</b><br>15kg (~30 full plates),<b>Dec 02 2021</b><br>43kg (~86 full plates)
Friday, December 3, 2021,Friday,8.9,31.38,20.94,61.22,48,2021,<b>Dec 03 2021</b><br>9kg (~18 full plates),<b>Dec 03 2021</b><br>31kg (~62 full plates),<b>Dec 03 2021</b><br>21kg (~42 full plates),<b>Dec 03 2021</b><br>61kg (~122 full plates)
Saturday, December 4, 2021,Saturday,6.98,25.89,24.05,56.92,48,2021,<b>Dec 04 2021</b><br>7kg (~14 full plates),<b>Dec 04 2021</b><br>26kg (~52 full plates),<b>Dec 04 2021</b><br>24kg (~48 full plates),<b>Dec 04 2021</b><br>57kg (~114 full plates)
Sunday, December 5, 2021,Sunday,8.1,26.02,20.94,55.06,48,2021,<b>Dec 05 2021</b><br>8kg (~16 full plates),<b>Dec 05 2021</b><br>26kg (~52 full plates),<b>Dec 05 2021</b><br>21kg (~42 full plates),<b>Dec 05 2021</b><br>55kg (~110 full plates)
Monday, December 6, 2021,Monday,8.35,28.99,25.29,62.63,49,2021,<b>Dec 06 2021</b><br>8kg (~16 full plates),<b>Dec 06 2021</b><br>29kg (~58 full plates),<b>Dec 06 2021</b><br>25kg (~50 full plates),<b>Dec 06 2021</b><br>63kg (~126 full plates)
Tuesday, December 7, 2021,Tuesday,7.22,29.82,31.34,68.38,49,2021,<b>Dec 07 2021</b><br>7kg (~14 full plates),<b>Dec 07 2021</b><br>30kg (~60 full plates),<b>Dec 07 2021</b><br>31kg (~62 full plates),<b>Dec 07 2021</b><br>68kg (~136 full plates)
Wednesday, December 8, 2021,Wednesday,9.44,21.4,21.67,52.51,49,2021,<b>Dec 08 2021</b><br>9kg (~18 full plates),<b>Dec 08 2021</b><br>21kg (~42 full plates),<b>Dec 08 2021</b><br>22kg (~44 full plates),<b>Dec 08 2021</b><br>53kg (~106 full plates)
Thursday, December 9, 2021,Thursday,8.25,28.53,22.94,59.72,49,2021,<b>Dec 09 2021</b><br>8kg (~16 full plates),<b>Dec 09 2021</b><br>29kg (~58 full plates),<b>Dec 09 2021</b><br>23kg (~46 full plates),<b>Dec 09 2021</b><br>60kg (~120 full plates)
Friday, December 10, 2021,Friday,5.34,27.71,22.52,55.57,49,2021,<b>Dec 10 2021</b><br>5kg (~10 full plates),<b>Dec 10 2021</b><br>28kg (~56 full plates),<b>Dec 10 2021</b><br>23kg (~46 full plates),<b>Dec 10 2021</b><br>56kg (~112 full plates)
Saturday, December 11, 2021,Saturday,6.76,23.58,21.99,52.33,49,2021,<b>Dec 11 2021</b><br>7kg (~14 full plates),<b>Dec 11 2021</b><br>24kg (~48 full plates),<b>Dec 11 2021</b><br>22kg (~44 full plates),<b>Dec 11 2021</b><br>52kg (~104 full plates)
Sunday, December 12, 2021,Sunday,5.6,28.25,17.03,50.88,49,2021,<b>Dec 12 2021</b><br>6kg (~12 full plates),<b>Dec 12 2021</b><br>28kg (~56 full plates),<b>Dec 12 2021</b><br>17kg (~34 full plates),<b>Dec 12 2021</b><br>51kg (~102 full plates)
Monday, December 13, 2021,Monday,10.09,41.83,23.87,75.79,50,2021,<b>Dec 13 2021</b><br>10kg (~20 full plates),<b>Dec 13 2021</b><br>42kg (~84 full plates),<b>Dec 13 2021</b><br>24kg (~48 full plates),<b>Dec 13 2021</b><br>76kg (~152 full plates)
Tuesday, December 14, 2021,Tuesday,14.59,36.3,24.33,75.22,50,2021,<b>Dec 14 2021</b><br>15kg (~30 full plates),<b>Dec 14 2021</b><br>36kg (~72 full plates),<b>Dec 14 2021</b><br>24kg (~48 full plates),<b>Dec 14 2021</b><br>75kg (~150 full plates)
Wednesday, December 15, 2021,Wednesday,5.14,31.23,26.91,63.28,50,2021,<b>Dec 15 2021</b><br>5kg (~10 full plates),<b>Dec 15 2021</b><br>31kg (~62 full plates),<b>Dec 15 2021</b><br>27kg (~54 full plates),<b>Dec 15 2021</b><br>63kg (~126 full plates)
Thursday, December 16, 2021,Thursday,8.17,23.7,17.78,49.65,50,2021,<b>Dec 16 2021</b><br>8kg (~16 full plates),<b>Dec 16 2021</b><br>24kg (~48 full plates),<b>Dec 16 2021</b><br>18kg (~36 full plates),<b>Dec 16 2021</b><br>50kg (~100 full plates)
Friday, December 17, 2021,Friday,7.12,23.64,9.89,40.65,50,2021,<b>Dec 17 2021</b><br>7kg (~14 full plates),<b>Dec 17 2021</b><br>24kg (~48 full plates),<b>Dec 17 2021</b><br>10kg (~20 full plates),<b>Dec 17 2021</b><br>41kg (~82 full plates)
Saturday, December 18, 2021,Saturday,6.71,20.21,15.9,42.82,50,2021,<b>Dec 18 2021</b><br>7kg (~14 full plates),<b>Dec 18 2021</b><br>20kg (~40 full plates),<b>Dec 18 2021</b><br>16kg (~32 full plates),<b>Dec 18 2021</b><br>43kg (~86 full plates)
Sunday, December 19, 2021,Sunday,8.4,18.56,16.72,43.68,50,2021,<b>Dec 19 2021</b><br>8kg (~16 full plates),<b>Dec 19 2021</b><br>19kg (~38 full plates),<b>Dec 19 2021</b><br>17kg (~34 full plates),<b>Dec 19 2021</b><br>44kg (~88 full plates)
Monday, December 20, 2021,Monday,5.73,18.88,16.12,40.73,51,2021,<b>Dec 20 2021</b><br>6kg (~12 full plates),<b>Dec 20 2021</b><br>19kg (~38 full plates),<b>Dec 20 2021</b><br>16kg (~32 full plates),<b>Dec 20 2021</b><br>41kg (~82 full plates)
Tuesday, December 21, 2021,Tuesday,7.7,15.07,18.05,40.82,51,2021,<b>Dec 21 2021</b><br>8kg (~16 full plates),<b>Dec 21 2021</b><br>15kg (~30 full plates),<b>Dec 21 2021</b><br>18kg (~36 full plates),<b>Dec 21 2021</b><br>41kg (~82 full plates)
Wednesday, December 22, 2021,Wednesday,3.73,15.9,11.36,30.99,51,2021,<b>Dec 22 2021</b><br>4kg (~8 full plates),<b>Dec 22 2021</b><br>16kg (~32 full plates),<b>Dec 22 2021</b><br>11kg (~22 full plates),<b>Dec 22 2021</b><br>31kg (~62 full plates)
Thursday, December 23, 2021,Thursday,5,10.15,10.88,26.03,51,2021,<b>Dec 23 2021</b><br>5kg (~10 full plates),<b>Dec 23 2021</b><br>10kg (~20 full plates),<b>Dec 23 2021</b><br>11kg (~22 full plates),<b>Dec 23 2021</b><br>26kg (~52 full plates)
Friday, December 24, 2021,Friday,3.34,11.38,1,15.72,51,2021,<b>Dec 24 2021</b><br>3kg (~6 full plates),<b>Dec 24 2021</b><br>11kg (~22 full plates),<b>Dec 24 2021</b><br>1kg (~2 full plates),<b>Dec 24 2021</b><br>16kg (~32 full plates)
