time,outdoor_PM2.5_conc_(µg/m3),outdoor_US_AQI,outdoor_category,outdoor_category_index,,c2_PM2.5_conc_(µg/m3),c2_US_AQI,c2_category,c2_category_index,,d2_PM2.5_conc_(µg/m3),d2_US_AQI,d2_category,d2_category_index
2022-11-21 10:00,15.7,58,Moderate,1,,2.5,10,Good,0,,7.9,32,Good,0
2022-11-21 11:00,18.5,64,Moderate,1,,2.4,10,Good,0,,7,29,Good,0
2022-11-21 12:00,16.2,59,Moderate,1,,2.5,10,Good,0,,10.3,42,Good,0
2022-11-21 13:00,16.2,59,Moderate,1,,2.7,11,Good,0,,7.7,32,Good,0
2022-11-21 14:00,18.5,64,Moderate,1,,2.7,11,Good,0,,7.5,31,Good,0
2022-11-21 15:00,17.7,62,Moderate,1,,2.8,11,Good,0,,6.3,26,Good,0
2022-11-21 16:00,17,61,Moderate,1,,2.6,10,Good,0,,5,20,Good,0
2022-11-21 17:00,18,63,Moderate,1,,2.6,10,Good,0,,11,45,Good,0
2022-11-21 18:00,19.8,67,Moderate,1,,2.7,11,Good,0,,33.7,96,Moderate,1
2022-11-21 19:00,22.3,72,Moderate,1,,2.9,12,Good,0,,37.2,105,Unhealthy for Sensitive Groups,2
2022-11-21 20:00,25.7,79,Moderate,1,,3.3,13,Good,0,,36.6,103,Unhealthy for Sensitive Groups,2
2022-11-21 21:00,27.3,82,Moderate,1,,3.5,14,Good,0,,14.8,56,Moderate,1
2022-11-21 22:00,27,82,Moderate,1,,3.5,14,Good,0,,9.4,39,Good,0
2022-11-21 23:00,25.8,79,Moderate,1,,3.4,14,Good,0,,6.5,27,Good,0
2022-11-22 0:00,26,80,Moderate,1,,3.4,14,Good,0,,6.8,28,Good,0
2022-11-22 1:00,28.3,85,Moderate,1,,3.5,14,Good,0,,6.4,26,Good,0
2022-11-22 2:00,30.3,89,Moderate,1,,3.6,15,Good,0,,6.4,26,Good,0
2022-11-22 3:00,30,88,Moderate,1,,3.6,15,Good,0,,6.3,26,Good,0
2022-11-22 4:00,27,82,Moderate,1,,3.7,15,Good,0,,6.1,25,Good,0
2022-11-22 5:00,28.2,84,Moderate,1,,3.6,15,Good,0,,6,25,Good,0
2022-11-22 6:00,28.5,85,Moderate,1,,3.7,15,Good,0,,6.5,27,Good,0
2022-11-22 7:00,27,82,Moderate,1,,3.8,15,Good,0,,7.7,32,Good,0
2022-11-22 8:00,33.3,95,Moderate,1,,3.7,15,Good,0,,13.8,54,Moderate,1
2022-11-22 9:00,28.3,85,Moderate,1,,3.6,15,Good,0,,10.2,42,Good,0
2022-11-22 10:00,30.3,89,Moderate,1,,3.3,13,Good,0,,9.4,39,Good,0
2022-11-22 11:00,51.2,139,Unhealthy for Sensitive Groups,2,,4.2,17,Good,0,,27.5,83,Moderate,1
2022-11-22 12:00,51.7,140,Unhealthy for Sensitive Groups,2,,6.2,25,Good,0,,24.9,77,Moderate,1
2022-11-22 13:00,50.5,137,Unhealthy for Sensitive Groups,2,,6.5,27,Good,0,,38.2,107,Unhealthy for Sensitive Groups,2
2022-11-22 14:00,57.7,152,Unhealthy,3,,6.7,27,Good,0,,28.4,85,Moderate,1
2022-11-22 15:00,61,153,Unhealthy,3,,7.3,30,Good,0,,19.1,65,Moderate,1
2022-11-22 16:00,57,151,Unhealthy,3,,7.4,30,Good,0,,16.2,59,Moderate,1
2022-11-22 17:00,57.7,152,Unhealthy,3,,7.6,31,Good,0,,38.3,107,Unhealthy for Sensitive Groups,2
2022-11-22 18:00,56,151,Unhealthy,3,,7.4,30,Good,0,,56.1,151,Unhealthy,3
2022-11-22 19:00,43.3,120,Unhealthy for Sensitive Groups,2,,6.3,26,Good,0,,42.9,119,Unhealthy for Sensitive Groups,2
2022-11-22 20:00,24,76,Moderate,1,,5,20,Good,0,,42.6,118,Unhealthy for Sensitive Groups,2
2022-11-22 21:00,23.3,74,Moderate,1,,3.9,16,Good,0,,15.1,57,Moderate,1
2022-11-22 22:00,23.3,74,Moderate,1,,2.9,12,Good,0,,13.8,54,Moderate,1
2022-11-22 23:00,21.8,71,Moderate,1,,2.4,10,Good,0,,11.6,48,Good,0
2022-11-23 0:00,24.2,76,Moderate,1,,2.2,9,Good,0,,6.7,27,Good,0
2022-11-23 1:00,20,67,Moderate,1,,2.2,9,Good,0,,4.8,20,Good,0
2022-11-23 2:00,19,65,Moderate,1,,2.1,8,Good,0,,4.5,18,Good,0
2022-11-23 3:00,17.7,62,Moderate,1,,2,8,Good,0,,4.4,18,Good,0
2022-11-23 4:00,17.5,62,Moderate,1,,2,8,Good,0,,4.1,17,Good,0
2022-11-23 5:00,13.5,53,Moderate,1,,1.8,7,Good,0,,3.6,15,Good,0
2022-11-23 6:00,15.3,57,Moderate,1,,1.7,7,Good,0,,4.6,19,Good,0
2022-11-23 7:00,16.5,60,Moderate,1,,1.8,7,Good,0,,8.6,35,Good,0
2022-11-23 8:00,30.8,90,Moderate,1,,2.2,9,Good,0,,8.3,34,Good,0
2022-11-23 9:00,20.7,69,Moderate,1,,2.2,9,Good,0,,7.3,30,Good,0
2022-11-23 10:00,18.7,64,Moderate,1,,2.3,9,Good,0,,8.1,33,Good,0
2022-11-23 11:00,16,59,Moderate,1,,2.2,9,Good,0,,13.5,53,Moderate,1
2022-11-23 12:00,18,63,Moderate,1,,2.1,8,Good,0,,14.5,56,Moderate,1
2022-11-23 13:00,19,65,Moderate,1,,2.2,9,Good,0,,21.5,70,Moderate,1
2022-11-23 14:00,22,71,Moderate,1,,2.8,11,Good,0,,15,57,Moderate,1
2022-11-23 15:00,22.7,73,Moderate,1,,3,12,Good,0,,9.3,38,Good,0
2022-11-23 16:00,22.7,73,Moderate,1,,2.8,11,Good,0,,8.1,33,Good,0
2022-11-23 17:00,18,63,Moderate,1,,2.6,10,Good,0,,27.7,83,Moderate,1
2022-11-23 18:00,15.2,57,Moderate,1,,2.8,11,Good,0,,29.6,87,Moderate,1
2022-11-23 19:00,17,61,Moderate,1,,2.7,11,Good,0,,44.1,122,Unhealthy for Sensitive Groups,2
2022-11-23 20:00,20.7,69,Moderate,1,,2.4,10,Good,0,,42.4,117,Unhealthy for Sensitive Groups,2
2022-11-23 21:00,16.7,60,Moderate,1,,2.3,9,Good,0,,41,114,Unhealthy for Sensitive Groups,2
2022-11-23 22:00,16.5,60,Moderate,1,,2.4,10,Good,0,,27.3,82,Moderate,1
2022-11-23 23:00,18,63,Moderate,1,,2.4,10,Good,0,,11.2,46,Good,0
2022-11-24 0:00,19.2,65,Moderate,1,,2.2,9,Good,0,,7.7,32,Good,0
2022-11-24 1:00,23.5,74,Moderate,1,,2.1,8,Good,0,,5.1,21,Good,0
2022-11-24 2:00,27,82,Moderate,1,,2.1,8,Good,0,,4.7,19,Good,0
2022-11-24 3:00,27,82,Moderate,1,,2,8,Good,0,,4.8,20,Good,0
2022-11-24 4:00,34.3,97,Moderate,1,,1.9,7,Good,0,,5.3,22,Good,0
2022-11-24 5:00,31.3,91,Moderate,1,,1.9,7,Good,0,,5.9,24,Good,0
2022-11-24 6:00,37.5,105,Unhealthy for Sensitive Groups,2,,2.2,9,Good,0,,6.8,28,Good,0
2022-11-24 7:00,34.5,98,Moderate,1,,2.2,9,Good,0,,9.5,39,Good,0
2022-11-24 8:00,40.2,112,Unhealthy for Sensitive Groups,2,,2.5,10,Good,0,,9.9,41,Good,0
2022-11-24 9:00,33.7,96,Moderate,1,,2.7,11,Good,0,,8.7,36,Good,0
2022-11-24 10:00,28.3,85,Moderate,1,,3.1,12,Good,0,,9.2,38,Good,0
2022-11-24 11:00,29,86,Moderate,1,,3.8,15,Good,0,,14.9,56,Moderate,1
2022-11-24 12:00,29,86,Moderate,1,,4.1,17,Good,0,,16.4,60,Moderate,1
2022-11-24 13:00,26.8,81,Moderate,1,,3.7,15,Good,0,,13.8,54,Moderate,1
2022-11-24 14:00,29,86,Moderate,1,,3.7,15,Good,0,,11.8,49,Good,0
2022-11-24 15:00,28.3,85,Moderate,1,,3.7,15,Good,0,,9.8,40,Good,0
2022-11-24 16:00,28.7,85,Moderate,1,,3.7,15,Good,0,,8.7,36,Good,0
2022-11-24 17:00,31,90,Moderate,1,,4.1,17,Good,0,,19.1,65,Moderate,1
2022-11-24 18:00,36,102,Unhealthy for Sensitive Groups,2,,4.6,19,Good,0,,15.9,58,Moderate,1
2022-11-24 19:00,30.7,90,Moderate,1,,5.4,22,Good,0,,59.6,153,Unhealthy,3
2022-11-24 20:00,30.7,90,Moderate,1,,5,20,Good,0,,33.4,95,Moderate,1
2022-11-24 21:00,33.3,95,Moderate,1,,5.1,21,Good,0,,18.4,64,Moderate,1
2022-11-24 22:00,27.7,83,Moderate,1,,5.3,22,Good,0,,17,61,Moderate,1
2022-11-24 23:00,24.2,76,Moderate,1,,5.1,21,Good,0,,12.6,52,Moderate,1
2022-11-25 0:00,24.2,76,Moderate,1,,4.6,19,Good,0,,9.1,37,Good,0
2022-11-25 1:00,25,78,Moderate,1,,4.2,17,Good,0,,6,25,Good,0
2022-11-25 2:00,24.3,76,Moderate,1,,4.1,17,Good,0,,8.7,36,Good,0
2022-11-25 3:00,26,80,Moderate,1,,4.5,18,Good,0,,9.2,38,Good,0
2022-11-25 4:00,28,84,Moderate,1,,4.7,19,Good,0,,9.7,40,Good,0
2022-11-25 5:00,41.5,115,Unhealthy for Sensitive Groups,2,,4.7,19,Good,0,,9.8,40,Good,0
2022-11-25 6:00,61,153,Unhealthy,3,,4.7,19,Good,0,,22,71,Moderate,1
2022-11-25 7:00,71,159,Unhealthy,3,,5.1,21,Good,0,,20.2,68,Moderate,1
2022-11-25 8:00,72.3,159,Unhealthy,3,,6.2,25,Good,0,,18,63,Moderate,1
2022-11-25 9:00,51.3,139,Unhealthy for Sensitive Groups,2,,5.6,23,Good,0,,15.1,57,Moderate,1
2022-11-25 10:00,26.3,80,Moderate,1,,4.9,20,Good,0,,13.1,53,Moderate,1
2022-11-25 11:00,18.8,65,Moderate,1,,4.5,18,Good,0,,12.4,51,Moderate,1
2022-11-25 12:00,21.8,71,Moderate,1,,4.6,19,Good,0,,17.2,61,Moderate,1
2022-11-25 13:00,18.3,64,Moderate,1,,4.7,19,Good,0,,15.5,58,Moderate,1
2022-11-25 14:00,16,59,Moderate,1,,4.2,17,Good,0,,20.7,69,Moderate,1
2022-11-25 15:00,24.7,77,Moderate,1,,4.4,18,Good,0,,16.4,60,Moderate,1
2022-11-25 16:00,26.5,81,Moderate,1,,5.2,21,Good,0,,12.5,51,Moderate,1
2022-11-25 17:00,16.8,60,Moderate,1,,5.2,21,Good,0,,13.6,54,Moderate,1
2022-11-25 18:00,18,63,Moderate,1,,4.2,17,Good,0,,19.3,66,Moderate,1
2022-11-25 19:00,16,59,Moderate,1,,3.6,15,Good,0,,24.2,76,Moderate,1
2022-11-25 20:00,16,59,Moderate,1,,3,12,Good,0,,24.2,76,Moderate,1
2022-11-25 21:00,15.7,58,Moderate,1,,2.7,11,Good,0,,12.7,52,Moderate,1
2022-11-25 22:00,16.7,60,Moderate,1,,2.5,10,Good,0,,11.1,46,Good,0
2022-11-25 23:00,18,63,Moderate,1,,2.4,10,Good,0,,9.7,40,Good,0
2022-11-26 0:00,19.2,65,Moderate,1,,2.5,10,Good,0,,7.2,30,Good,0
2022-11-26 1:00,21.3,70,Moderate,1,,2.8,11,Good,0,,6.3,26,Good,0
2022-11-26 2:00,26,80,Moderate,1,,3,12,Good,0,,6,25,Good,0
2022-11-26 3:00,26.3,80,Moderate,1,,2.9,12,Good,0,,6.3,26,Good,0
2022-11-26 4:00,26.3,80,Moderate,1,,2.6,10,Good,0,,5.6,23,Good,0
2022-11-26 5:00,27.3,82,Moderate,1,,2.5,10,Good,0,,5.4,22,Good,0
2022-11-26 6:00,28.3,85,Moderate,1,,2.5,10,Good,0,,6.2,25,Good,0
2022-11-26 7:00,28.5,85,Moderate,1,,2.6,10,Good,0,,12.9,52,Moderate,1
2022-11-26 8:00,31.7,92,Moderate,1,,2.9,12,Good,0,,11,45,Good,0
2022-11-26 9:00,44,121,Unhealthy for Sensitive Groups,2,,3,12,Good,0,,10.5,43,Good,0
2022-11-26 10:00,60,153,Unhealthy,3,,3,12,Good,0,,11.7,48,Good,0
2022-11-26 11:00,45.7,126,Unhealthy for Sensitive Groups,2,,3.5,14,Good,0,,16.8,60,Moderate,1
2022-11-26 12:00,20,67,Moderate,1,,3.1,12,Good,0,,14.3,55,Moderate,1
2022-11-26 13:00,19,65,Moderate,1,,2.8,11,Good,0,,36.9,104,Unhealthy for Sensitive Groups,2
2022-11-26 14:00,18.5,64,Moderate,1,,2.6,10,Good,0,,31.9,92,Moderate,1
2022-11-26 15:00,15.3,57,Moderate,1,,2.6,10,Good,0,,21.3,70,Moderate,1
2022-11-26 16:00,18,63,Moderate,1,,2.7,11,Good,0,,8.9,37,Good,0
2022-11-26 17:00,18,63,Moderate,1,,2.6,10,Good,0,,13.2,53,Moderate,1
2022-11-26 18:00,18.7,64,Moderate,1,,2.5,10,Good,0,,53.1,144,Unhealthy for Sensitive Groups,2
2022-11-26 19:00,16.8,60,Moderate,1,,2.6,10,Good,0,,71.1,159,Unhealthy,3
2022-11-26 20:00,13.8,54,Moderate,1,,2.3,9,Good,0,,49.9,136,Unhealthy for Sensitive Groups,2
2022-11-26 21:00,15,57,Moderate,1,,2.2,9,Good,0,,26.6,81,Moderate,1
2022-11-26 22:00,16.3,59,Moderate,1,,2.2,9,Good,0,,25,78,Moderate,1
2022-11-26 23:00,16.3,59,Moderate,1,,2.2,9,Good,0,,13.4,53,Moderate,1
2022-11-27 0:00,17.5,62,Moderate,1,,2.3,9,Good,0,,7.1,29,Good,0
2022-11-27 1:00,19.2,65,Moderate,1,,2.3,9,Good,0,,5.3,22,Good,0
2022-11-27 2:00,24,76,Moderate,1,,2.4,10,Good,0,,5.5,22,Good,0
2022-11-27 3:00,24.7,77,Moderate,1,,2.5,10,Good,0,,5.9,24,Good,0
2022-11-27 4:00,29,86,Moderate,1,,2.5,10,Good,0,,5.9,24,Good,0
2022-11-27 5:00,24.3,76,Moderate,1,,2.6,10,Good,0,,5.9,24,Good,0
2022-11-27 6:00,23.7,75,Moderate,1,,2.6,10,Good,0,,6.3,26,Good,0
2022-11-27 7:00,24.3,76,Moderate,1,,2.4,10,Good,0,,9.4,39,Good,0
2022-11-27 8:00,29,86,Moderate,1,,2.6,10,Good,0,,7.9,32,Good,0
2022-11-27 9:00,29.3,87,Moderate,1,,2.8,11,Good,0,,8.1,33,Good,0
2022-11-27 10:00,26.7,81,Moderate,1,,2.7,11,Good,0,,9,37,Good,0
2022-11-27 11:00,26.7,81,Moderate,1,,2.8,11,Good,0,,10.1,42,Good,0
2022-11-27 12:00,25.8,79,Moderate,1,,2.8,11,Good,0,,14.6,56,Moderate,1
2022-11-27 13:00,24.3,76,Moderate,1,,2.6,10,Good,0,,35,99,Moderate,1
2022-11-27 14:00,25.3,78,Moderate,1,,2.8,11,Good,0,,15.8,58,Moderate,1
2022-11-27 15:00,26.5,81,Moderate,1,,3.2,13,Good,0,,14.5,56,Moderate,1
2022-11-27 16:00,26,80,Moderate,1,,3.3,13,Good,0,,9.3,38,Good,0
2022-11-27 17:00,21,69,Moderate,1,,3.1,12,Good,0,,32,92,Moderate,1
2022-11-27 18:00,19.7,66,Moderate,1,,3.1,12,Good,0,,74.5,160,Unhealthy,3
2022-11-27 19:00,21.5,70,Moderate,1,,2.6,10,Good,0,,54.7,148,Unhealthy for Sensitive Groups,2
2022-11-27 20:00,20,67,Moderate,1,,2.3,9,Good,0,,59.1,152,Unhealthy,3
2022-11-27 21:00,19,65,Moderate,1,,2.1,8,Good,0,,36.5,103,Unhealthy for Sensitive Groups,2
2022-11-27 22:00,22.3,72,Moderate,1,,2,8,Good,0,,20,67,Moderate,1
2022-11-27 23:00,23.3,74,Moderate,1,,2,8,Good,0,,12.7,52,Moderate,1
2022-11-28 0:00,24.7,77,Moderate,1,,2.1,8,Good,0,,10.4,43,Good,0
2022-11-28 1:00,23.8,75,Moderate,1,,2.2,9,Good,0,,5.3,22,Good,0
2022-11-28 2:00,27,82,Moderate,1,,2.3,9,Good,0,,5.2,21,Good,0
2022-11-28 3:00,25.7,79,Moderate,1,,2.3,9,Good,0,,5.4,22,Good,0
2022-11-28 4:00,23,73,Moderate,1,,2.4,10,Good,0,,4.9,20,Good,0
2022-11-28 5:00,25.7,79,Moderate,1,,2.2,9,Good,0,,5.1,21,Good,0
2022-11-28 6:00,29,86,Moderate,1,,2.3,9,Good,0,,6,25,Good,0
2022-11-28 7:00,31.5,91,Moderate,1,,2.5,10,Good,0,,11.8,49,Good,0
2022-11-28 8:00,28.7,85,Moderate,1,,3,12,Good,0,,9.9,41,Good,0
2022-11-28 9:00,27,82,Moderate,1,,2.9,12,Good,0,,10.1,42,Good,0
2022-11-28 10:00,27.3,82,Moderate,1,,2.9,12,Good,0,,8.6,35,Good,0
2022-11-28 11:00,29,86,Moderate,1,,3,12,Good,0,,10.7,44,Good,0
2022-11-28 12:00,29.8,88,Moderate,1,,3.5,14,Good,0,,12.1,51,Moderate,1
2022-11-28 13:00,28.3,85,Moderate,1,,3.6,15,Good,0,,15.5,58,Moderate,1
2022-11-28 14:00,27,82,Moderate,1,,3.7,15,Good,0,,12.6,52,Moderate,1
2022-11-28 15:00,31.3,91,Moderate,1,,3.7,15,Good,0,,9.8,40,Good,0
2022-11-28 16:00,32,92,Moderate,1,,3.6,15,Good,0,,9.1,37,Good,0
2022-11-28 17:00,31.8,92,Moderate,1,,4.1,17,Good,0,,17.6,62,Moderate,1
2022-11-28 18:00,35.7,101,Unhealthy for Sensitive Groups,2,,4.6,19,Good,0,,26.9,82,Moderate,1
2022-11-28 19:00,35,99,Moderate,1,,5,20,Good,0,,43.4,120,Unhealthy for Sensitive Groups,2
2022-11-28 20:00,39,109,Unhealthy for Sensitive Groups,2,,5,20,Good,0,,50,136,Unhealthy for Sensitive Groups,2
2022-11-28 21:00,39,109,Unhealthy for Sensitive Groups,2,,4.9,20,Good,0,,25.9,80,Moderate,1
2022-11-28 22:00,39.3,110,Unhealthy for Sensitive Groups,2,,4.8,20,Good,0,,23.3,74,Moderate,1
2022-11-28 23:00,27.8,84,Moderate,1,,3.9,16,Good,0,,8.6,35,Good,0
2022-11-29 0:00,25,78,Moderate,1,,3,12,Good,0,,6.2,25,Good,0
2022-11-29 1:00,34.7,98,Moderate,1,,2.8,11,Good,0,,6.5,27,Good,0
2022-11-29 2:00,40.3,112,Unhealthy for Sensitive Groups,2,,3.1,12,Good,0,,8,33,Good,0
2022-11-29 3:00,40.7,113,Unhealthy for Sensitive Groups,2,,3.4,14,Good,0,,8.2,34,Good,0
2022-11-29 4:00,46.2,127,Unhealthy for Sensitive Groups,2,,3.5,14,Good,0,,9.1,37,Good,0
2022-11-29 5:00,47.2,129,Unhealthy for Sensitive Groups,2,,3.6,15,Good,0,,8.6,35,Good,0
2022-11-29 6:00,61,153,Unhealthy,3,,3.6,15,Good,0,,9.7,40,Good,0
2022-11-29 7:00,52.7,143,Unhealthy for Sensitive Groups,2,,3.8,15,Good,0,,13.7,54,Moderate,1
2022-11-29 8:00,64.3,155,Unhealthy,3,,4,16,Good,0,,14.3,55,Moderate,1
2022-11-29 9:00,64.5,155,Unhealthy,3,,4.3,17,Good,0,,16.8,60,Moderate,1
2022-11-29 10:00,41.2,115,Unhealthy for Sensitive Groups,2,,4.4,18,Good,0,,13,52,Moderate,1
2022-11-29 11:00,39,109,Unhealthy for Sensitive Groups,2,,4.4,18,Good,0,,18.7,64,Moderate,1
2022-11-29 12:00,34,97,Moderate,1,,4.6,19,Good,0,,52,141,Unhealthy for Sensitive Groups,2
2022-11-29 13:00,38,107,Unhealthy for Sensitive Groups,2,,5.4,22,Good,0,,28.3,85,Moderate,1
2022-11-29 14:00,42.7,118,Unhealthy for Sensitive Groups,2,,5.6,23,Good,0,,18,63,Moderate,1
2022-11-29 15:00,44.7,123,Unhealthy for Sensitive Groups,2,,5.7,23,Good,0,,13.3,53,Moderate,1
2022-11-29 16:00,43,119,Unhealthy for Sensitive Groups,2,,5.6,23,Good,0,,12.4,51,Moderate,1
2022-11-29 17:00,50.2,137,Unhealthy for Sensitive Groups,2,,5.6,23,Good,0,,15.6,58,Moderate,1
2022-11-29 18:00,59.3,152,Unhealthy,3,,6,25,Good,0,,25.3,78,Moderate,1
2022-11-29 19:00,62,154,Unhealthy,3,,6.4,26,Good,0,,33.6,96,Moderate,1
2022-11-29 20:00,62.3,154,Unhealthy,3,,6.4,26,Good,0,,38.1,107,Unhealthy for Sensitive Groups,2
2022-11-29 21:00,65.7,156,Unhealthy,3,,6.1,25,Good,0,,25.9,80,Moderate,1
2022-11-29 22:00,49.3,134,Unhealthy for Sensitive Groups,2,,5.9,24,Good,0,,18.6,64,Moderate,1
2022-11-29 23:00,44.5,123,Unhealthy for Sensitive Groups,2,,5.5,22,Good,0,,11.4,47,Good,0
2022-11-30 0:00,43,119,Unhealthy for Sensitive Groups,2,,4.9,20,Good,0,,12.4,51,Moderate,1
2022-11-30 1:00,39.5,110,Unhealthy for Sensitive Groups,2,,4.4,18,Good,0,,8.5,35,Good,0
2022-11-30 2:00,43,119,Unhealthy for Sensitive Groups,2,,4.2,17,Good,0,,8.2,34,Good,0
2022-11-30 3:00,51.7,140,Unhealthy for Sensitive Groups,2,,4.2,17,Good,0,,8.7,36,Good,0
2022-11-30 4:00,63.5,155,Unhealthy,3,,4.1,17,Good,0,,10.1,42,Good,0
2022-11-30 5:00,66.8,156,Unhealthy,3,,4.3,17,Good,0,,10.3,42,Good,0
2022-11-30 6:00,68.3,157,Unhealthy,3,,4.5,18,Good,0,,12.2,51,Moderate,1
2022-11-30 7:00,77,162,Unhealthy,3,,5.1,21,Good,0,,15.3,57,Moderate,1
2022-11-30 8:00,88.3,167,Unhealthy,3,,5.8,24,Good,0,,15.4,57,Moderate,1
2022-11-30 9:00,46,126,Unhealthy for Sensitive Groups,2,,5.1,21,Good,0,,11.8,49,Good,0
2022-11-30 10:00,37.8,106,Unhealthy for Sensitive Groups,2,,5,20,Good,0,,12.6,52,Moderate,1
2022-11-30 11:00,37.7,106,Unhealthy for Sensitive Groups,2,,4.8,20,Good,0,,19.2,65,Moderate,1
2022-11-30 12:00,31.3,91,Moderate,1,,4.8,20,Good,0,,13.6,54,Moderate,1
2022-11-30 13:00,29.7,88,Moderate,1,,4.6,19,Good,0,,18.3,64,Moderate,1
2022-11-30 14:00,32,92,Moderate,1,,4.5,18,Good,0,,17.3,61,Moderate,1
2022-11-30 15:00,33,94,Moderate,1,,4.1,17,Good,0,,14.2,55,Moderate,1
2022-11-30 16:00,32,92,Moderate,1,,4.2,17,Good,0,,10.7,44,Good,0
2022-11-30 17:00,,,No Data,-1,,4.3,17,Good,0,,20,67,Moderate,1
2022-11-30 18:00,29.5,87,Moderate,1,,4.7,19,Good,0,,21,69,Moderate,1
2022-11-30 19:00,45,124,Unhealthy for Sensitive Groups,2,,4.9,20,Good,0,,47.4,130,Unhealthy for Sensitive Groups,2
2022-11-30 20:00,55.8,151,Unhealthy,3,,5,20,Good,0,,30.4,89,Moderate,1
2022-11-30 21:00,64.5,155,Unhealthy,3,,5.3,22,Good,0,,19.1,65,Moderate,1
2022-11-30 22:00,74.8,160,Unhealthy,3,,5.8,24,Good,0,,23,73,Moderate,1
2022-11-30 23:00,77,162,Unhealthy,3,,5.9,24,Good,0,,22.2,72,Moderate,1
2022-12-01 0:00,96.2,172,Unhealthy,3,,5.9,24,Good,0,,17.6,62,Moderate,1
2022-12-01 1:00,102.8,175,Unhealthy,3,,5.9,24,Good,0,,15.3,57,Moderate,1
2022-12-01 2:00,92.7,170,Unhealthy,3,,6.1,25,Good,0,,15.2,57,Moderate,1
2022-12-01 3:00,97.3,172,Unhealthy,3,,6.2,25,Good,0,,14.8,56,Moderate,1
2022-12-01 4:00,88.8,168,Unhealthy,3,,6.4,26,Good,0,,13.6,54,Moderate,1
2022-12-01 5:00,69,157,Unhealthy,3,,6.2,25,Good,0,,11.2,46,Good,0
2022-12-01 6:00,44,121,Unhealthy for Sensitive Groups,2,,5.6,23,Good,0,,10.4,43,Good,0
2022-12-01 7:00,38.8,109,Unhealthy for Sensitive Groups,2,,5,20,Good,0,,11.2,46,Good,0
2022-12-01 8:00,41.3,115,Unhealthy for Sensitive Groups,2,,4.9,20,Good,0,,11.2,46,Good,0
2022-12-01 9:00,40.8,114,Unhealthy for Sensitive Groups,2,,4.9,20,Good,0,,12,50,Good,0
2022-12-01 10:00,32.3,93,Moderate,1,,5.4,22,Good,0,,12.5,51,Moderate,1
2022-12-01 11:00,31.7,92,Moderate,1,,4.9,20,Good,0,,11.4,47,Good,0
2022-12-01 12:00,48,131,Unhealthy for Sensitive Groups,2,,4.9,20,Good,0,,14.8,56,Moderate,1
2022-12-01 13:00,34.7,98,Moderate,1,,5.4,22,Good,0,,23.4,74,Moderate,1
2022-12-01 14:00,44,121,Unhealthy for Sensitive Groups,2,,5.3,22,Good,0,,31.7,92,Moderate,1
2022-12-01 15:00,41.7,116,Unhealthy for Sensitive Groups,2,,5.7,23,Good,0,,15.7,58,Moderate,1
2022-12-01 16:00,43.3,120,Unhealthy for Sensitive Groups,2,,5.3,22,Good,0,,11.9,49,Good,0
2022-12-01 17:00,43.3,120,Unhealthy for Sensitive Groups,2,,5.5,22,Good,0,,25.4,78,Moderate,1
2022-12-01 18:00,44.3,122,Unhealthy for Sensitive Groups,2,,5.6,23,Good,0,,34.3,97,Moderate,1
2022-12-01 19:00,44.3,122,Unhealthy for Sensitive Groups,2,,5,20,Good,0,,35.8,101,Unhealthy for Sensitive Groups,2
2022-12-01 20:00,35.3,99,Moderate,1,,4.8,20,Good,0,,34.7,98,Moderate,1
2022-12-01 21:00,28.2,84,Moderate,1,,4.3,17,Good,0,,20.1,67,Moderate,1
2022-12-01 22:00,24,76,Moderate,1,,3.8,15,Good,0,,9.5,39,Good,0
2022-12-01 23:00,21.7,71,Moderate,1,,3.5,14,Good,0,,12.2,51,Moderate,1
2022-12-02 0:00,21.3,70,Moderate,1,,3.5,14,Good,0,,7.8,32,Good,0
2022-12-02 1:00,22.3,72,Moderate,1,,3.4,14,Good,0,,6.2,25,Good,0
2022-12-02 2:00,19.7,66,Moderate,1,,3.3,13,Good,0,,5.7,23,Good,0
2022-12-02 3:00,26.2,80,Moderate,1,,3.2,13,Good,0,,6.7,27,Good,0
2022-12-02 4:00,24.8,77,Moderate,1,,3.5,14,Good,0,,7.1,29,Good,0
2022-12-02 5:00,23.5,74,Moderate,1,,3.6,15,Good,0,,6.9,28,Good,0
2022-12-02 6:00,24.5,77,Moderate,1,,3.7,15,Good,0,,7.7,32,Good,0
2022-12-02 7:00,24,76,Moderate,1,,3.9,16,Good,0,,11.6,48,Good,0
2022-12-02 8:00,28.7,85,Moderate,1,,3.8,15,Good,0,,9.5,39,Good,0
2022-12-02 9:00,35.7,101,Unhealthy for Sensitive Groups,2,,4.2,17,Good,0,,9.6,40,Good,0
2022-12-02 10:00,36.2,102,Unhealthy for Sensitive Groups,2,,4.3,17,Good,0,,9.3,38,Good,0
2022-12-02 11:00,23,73,Moderate,1,,4.1,17,Good,0,,10,41,Good,0
2022-12-02 12:00,30,88,Moderate,1,,3.5,14,Good,0,,13.6,54,Moderate,1
2022-12-02 13:00,38.7,108,Unhealthy for Sensitive Groups,2,,3.7,15,Good,0,,16.6,60,Moderate,1
2022-12-02 14:00,64,155,Unhealthy,3,,5.3,22,Good,0,,44.3,122,Unhealthy for Sensitive Groups,2
2022-12-02 15:00,71.5,159,Unhealthy,3,,7.7,32,Good,0,,21.6,70,Moderate,1
