time,outdoor_PM2.5_conc_(µg/m3),outdoor_US_AQI,outdoor_category,outdoor_category_index,,c2_PM2.5_conc_(µg/m3),c2_US_AQI,c2_category,c2_category_index,,d2_PM2.5_conc_(µg/m3),d2_US_AQI,d2_category,d2_category_index
2021-07-24 3:00,67.6,157,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-24 4:00,76.5,161,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-24 5:00,82.1,164,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-24 6:00,42.7,118,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 7:00,42.1,117,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 8:00,41.1,114,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 9:00,37.6,106,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 10:00,40.3,112,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 11:00,42.4,117,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 12:00,38.9,109,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 13:00,37.2,105,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 14:00,44.3,122,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 15:00,43.9,121,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 16:00,45.1,124,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 17:00,48.2,132,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 18:00,58.1,152,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-24 19:00,51.6,140,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 20:00,33.4,95,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-24 21:00,41.4,115,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 22:00,39.8,111,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-24 23:00,38.9,109,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-25 0:00,40.4,113,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-25 1:00,38.4,108,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-25 2:00,35.1,99,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 3:00,30.6,89,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 4:00,34,97,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 5:00,34.5,98,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 6:00,32.5,93,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 7:00,32.5,93,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 8:00,31,90,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 9:00,42.8,118,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-25 10:00,53.9,146,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-25 11:00,42.5,118,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-25 12:00,36.7,103,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-25 13:00,36.3,102,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-25 14:00,28.8,86,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 15:00,28.4,85,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 16:00,27.9,84,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 17:00,26.1,80,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 18:00,26.2,80,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 19:00,26.5,81,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 20:00,27.1,82,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 21:00,27.2,82,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 22:00,26.1,80,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-25 23:00,28.8,86,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 0:00,26.9,82,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 1:00,27.1,82,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 2:00,28.3,85,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 3:00,26.8,81,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 4:00,25.1,78,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 5:00,26.6,81,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 6:00,27.1,82,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 7:00,36.9,104,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-26 8:00,29.7,88,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 9:00,30.2,89,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 10:00,27.8,84,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 11:00,24.7,77,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 12:00,24,76,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 13:00,23.6,75,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 14:00,27.5,83,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 15:00,33.5,96,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-26 16:00,36.7,103,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-26 17:00,40,112,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-26 18:00,41.8,116,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-26 19:00,52.7,143,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-26 20:00,60.8,153,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-26 21:00,60.2,153,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-26 22:00,61.8,154,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-26 23:00,59.6,153,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-27 0:00,54.5,147,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-27 1:00,56,151,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-27 2:00,57.7,152,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-27 3:00,50.5,137,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-27 4:00,51.1,139,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-27 5:00,55,149,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-27 6:00,57.1,151,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-27 7:00,58.6,152,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-27 8:00,58.9,152,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-27 9:00,43.9,121,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-27 10:00,34.1,97,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-27 11:00,29.4,87,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-27 12:00,30.7,90,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-27 13:00,30.7,90,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-27 14:00,30.7,90,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-27 15:00,31.7,92,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-27 16:00,35.2,99,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-27 17:00,36.3,102,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-27 18:00,40.9,114,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-27 19:00,47.5,130,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-27 20:00,69.8,158,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-27 21:00,73.2,160,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-27 22:00,83.2,165,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-27 23:00,86.5,167,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 0:00,81,164,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 1:00,82.8,165,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 2:00,78.6,162,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 3:00,77.1,162,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 4:00,80.3,163,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 5:00,85.6,166,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 6:00,80.7,164,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 7:00,69,157,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 8:00,59.8,153,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 9:00,50.3,137,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-28 10:00,47.1,129,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-28 11:00,38.2,107,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-28 12:00,31.5,91,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-28 13:00,33,94,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-28 14:00,40.7,113,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-28 15:00,51,139,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-28 16:00,54.9,148,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-28 17:00,62.6,154,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 18:00,65.5,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 19:00,70.7,158,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 20:00,75.6,161,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 21:00,75.7,161,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 22:00,73.4,160,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-28 23:00,66.8,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 0:00,65.6,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 1:00,66.9,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 2:00,66.7,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 3:00,69,157,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 4:00,72.6,159,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 5:00,86.2,166,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 6:00,79.9,163,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 7:00,72.2,159,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 8:00,63.6,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 9:00,51.4,140,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-29 10:00,66.2,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 11:00,58.7,152,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 12:00,63.8,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 13:00,72.3,159,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 14:00,88.2,167,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 15:00,93.3,170,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 16:00,100.5,174,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 17:00,97.8,172,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 18:00,98,172,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 19:00,111,179,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 20:00,106.1,177,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 21:00,107.9,178,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 22:00,110.8,179,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-29 23:00,95.2,171,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-30 0:00,63.7,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-30 1:00,101.6,174,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-30 2:00,52.7,143,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-30 3:00,65,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-30 4:00,60.3,153,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-30 5:00,43.3,120,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-30 6:00,38.7,108,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-30 7:00,32.7,94,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-30 8:00,28.7,85,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-30 9:00,30.9,90,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-30 10:00,31.7,92,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-30 11:00,30.4,89,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-30 12:00,26.9,82,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-30 13:00,25.6,79,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-30 14:00,32.9,94,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-07-30 15:00,46.2,127,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-30 16:00,54.4,147,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-30 17:00,39.7,111,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-30 18:00,39.3,110,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-30 19:00,42.4,117,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-30 20:00,39,109,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-30 21:00,37.1,104,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-30 22:00,43.7,121,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-30 23:00,47.1,129,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-31 0:00,60.6,153,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 1:00,65,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 2:00,71.2,159,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 3:00,77.5,162,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 4:00,80.2,163,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 5:00,64.5,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 6:00,55.1,149,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-31 7:00,59.1,152,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 8:00,58.9,152,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 9:00,60.7,153,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 10:00,61.6,154,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 11:00,62,154,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 12:00,60.8,153,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 13:00,63.3,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 14:00,64.1,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 15:00,68.9,157,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 16:00,70,158,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 17:00,68.3,157,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 18:00,61.8,154,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 19:00,55.9,151,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 20:00,57.1,151,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-07-31 21:00,54.7,148,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-31 22:00,52,141,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-07-31 23:00,53,144,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-01 0:00,51,139,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-01 1:00,57.2,151,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 2:00,60.9,153,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 3:00,62.8,154,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 4:00,63.9,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 5:00,76.5,161,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 6:00,90.3,168,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 7:00,86.4,166,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 8:00,75.6,161,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 9:00,60.7,153,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 10:00,40.2,112,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-01 11:00,34,97,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-08-01 12:00,23.8,75,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-08-01 13:00,44.1,122,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-01 14:00,59,152,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 15:00,64.8,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 16:00,63.1,154,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 17:00,51.4,140,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-01 18:00,45.2,124,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-01 19:00,51.1,139,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-01 20:00,51.8,141,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-01 21:00,52.9,143,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-01 22:00,58.4,152,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-01 23:00,62.6,154,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-02 0:00,64.6,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-02 1:00,66.1,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-02 2:00,63.3,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-02 3:00,55.2,149,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-02 4:00,51.1,139,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-02 5:00,51.9,141,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-02 6:00,51.1,139,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-02 7:00,46.3,127,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-02 8:00,40.2,112,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-02 9:00,33.5,96,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-08-02 10:00,34.7,98,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-08-02 11:00,28,84,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-08-02 12:00,26,80,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-08-02 13:00,29.8,88,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-08-02 14:00,28,84,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-08-02 15:00,32.2,93,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-08-02 16:00,34.5,98,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-08-02 17:00,39.9,111,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-02 18:00,46.6,128,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-02 19:00,51.6,140,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-02 20:00,52.8,143,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-02 21:00,55.9,151,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-02 22:00,66.4,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-02 23:00,67.3,157,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 0:00,69.1,158,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 1:00,71.1,159,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 2:00,68.8,157,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 3:00,74,160,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 4:00,66.5,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 5:00,65.7,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 6:00,63.7,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 7:00,68.5,157,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 8:00,61.8,154,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 9:00,44.4,122,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-03 10:00,27.9,84,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-08-03 11:00,21.2,70,Moderate,1,,,,No Data,-1,,,,No Data,-1
2021-08-03 12:00,36.7,103,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-03 13:00,42.3,117,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-03 14:00,51.3,139,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-03 15:00,53.2,144,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-03 16:00,53.9,146,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-03 17:00,57,151,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 18:00,63.9,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 19:00,56.5,151,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 20:00,56.3,151,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 21:00,60,153,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 22:00,66.5,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-03 23:00,72.5,159,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 0:00,72.8,159,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 1:00,65,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 2:00,67.1,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 3:00,65.1,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 4:00,64.2,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 5:00,67,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 6:00,68.6,157,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 7:00,71,159,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 8:00,70.6,158,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 9:00,73.5,160,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 10:00,62.1,154,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 11:00,66.3,156,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 12:00,69,157,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 13:00,63.6,155,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 14:00,61.6,154,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 15:00,54.6,148,Unhealthy for Sensitive Groups,2,,,,No Data,-1,,,,No Data,-1
2021-08-04 16:00,63.1,154,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 17:00,76.8,161,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 18:00,86.2,166,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 19:00,88.3,167,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 20:00,90.7,169,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 21:00,102.5,175,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 22:00,107.4,177,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-04 23:00,113.6,180,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-05 0:00,113.9,181,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-05 1:00,118.8,183,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-05 2:00,122.8,185,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
2021-08-05 3:00,123.2,185,Unhealthy,3,,,,No Data,-1,,,,No Data,-1
