User Category,Month,User cost center name,Billing code - description,B/W print (A4),B/W copy (A4),Color print (A4),Color copy (A4),One Color print (A4),One Color copy (A4),One Color print (A3),One Color copy (A3),Local B/W print (A4),Local color print (A4),B/W print (A3),B/W copy (A3),Color print (A3),Color copy (A3),Local copy (A4),B/W A3,Color A3,B/W A4,Color A/4,B/W pages,Color pages,Total
Others,February 2023,student,--Unknown billing code--,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
Student,February 2023,student,degree,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5
Student,February 2023,student,degree,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,5
Student,February 2023,student,degree,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,5
Student,February 2023,student,degree,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5
Student,February 2023,student,degree,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
Student,February 2023,student,degree,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,5
Student,February 2023,student,degree,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
Faculty & Researcher,February 2023,student,researcher,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
Student,February 2023,student,student on leave,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
Student,February 2023,student,degree,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5
Staff,February 2023,affiliate,ad_contingent,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
Staff,February 2023,affiliate,ad_contingent,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,4,4
Staff,February 2023,affiliate,ad_employee_of_vendor,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Staff,February 2023,affiliate,administrator,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Staff,February 2023,affiliate,administrator,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,4
Staff,February 2023,affiliate,ad_employee_of_vendor,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Staff,February 2023,affiliate,administrator,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Others,February 2023,affiliate,--Unknown billing code--,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Staff,February 2023,affiliate,administrator,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Staff,February 2023,affiliate,administrator,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
Staff,February 2023,affiliate,administrator,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Staff,February 2023,affiliate,administrator,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Staff,February 2023,affiliate,administrator,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Staff,February 2023,affiliate,administrator,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Staff,February 2023,affiliate,administrator,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
Staff,February 2023,affiliate,administrator,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Staff,February 2023,affiliate,administrator,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
Staff,February 2023,affiliate,administrator,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Staff,February 2023,affiliate,contractor,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Faculty & Researcher,February 2023,affiliate,faculty,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Staff,February 2023,affiliate,contractor,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
Faculty & Researcher,February 2023,affiliate,faculty,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
Staff,February 2023,affiliate,administrator,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Staff,February 2023,affiliate,administrator,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Staff,February 2023,affiliate,contractor,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Staff,February 2023,affiliate,contractor,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Staff,February 2023,affiliate,contractor,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Student,February 2023,student,degree,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Faculty & Researcher,February 2023,affiliate,researcher,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Faculty & Researcher,February 2023,affiliate,researcher,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Staff,February 2023,affiliate,contractor,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Staff,February 2023,affiliate,contractor,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Staff,February 2023,affiliate,contractor,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
Staff,February 2023,affiliate,contractor,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,2,4
Staff,February 2023,affiliate,contractor,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Staff,February 2023,affiliate,security_staff,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
Staff,February 2023,affiliate,contractor,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
Staff,February 2023,affiliate,contractor,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
Faculty & Researcher,February 2023,affiliate,faculty,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Faculty & Researcher,February 2023,affiliate,faculty,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Student,February 2023,student,degree,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Others,February 2023,student,--Unknown billing code--,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Staff,February 2023,affiliate,contractor,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Faculty & Researcher,February 2023,affiliate,faculty,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Faculty & Researcher,February 2023,affiliate,faculty,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
Faculty & Researcher,February 2023,affiliate,researcher,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Faculty & Researcher,February 2023,affiliate,researcher,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Student,February 2023,student,degree,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
Faculty & Researcher,February 2023,affiliate,faculty,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Faculty & Researcher,February 2023,affiliate,researcher,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Others,February 2023,student,--Unknown billing code--,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
Student,February 2023,student,degree,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
Faculty & Researcher,February 2023,affiliate,faculty,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Faculty & Researcher,February 2023,affiliate,researcher,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
Student,February 2023,student,degree,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Faculty & Researcher,February 2023,affiliate,researcher,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
Student,February 2023,student,degree,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
Others,February 2023,student,--Unknown billing code--,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,4
Student,February 2023,student,degree,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
Student,February 2023,student,degree,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4
Student,February 2023,student,degree,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Student,February 2023,student,student on leave,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
Staff,February 2023,affiliate,contractor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Staff,February 2023,affiliate,ad_employee_of_vendor,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Staff,February 2023,affiliate,administrator,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
Staff,February 2023,affiliate,contractor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Staff,February 2023,affiliate,administrator,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
Staff,February 2023,affiliate,ad_contingent,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Staff,February 2023,affiliate,administrator,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
Others,February 2023,affiliate,--Unknown billing code--,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Staff,February 2023,affiliate,contractor,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Staff,February 2023,affiliate,administrator,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Staff,February 2023,affiliate,contractor,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,2,3
Staff,February 2023,affiliate,contractor,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Staff,February 2023,affiliate,administrator,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Staff,February 2023,affiliate,contractor,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,2,1,3
Staff,February 2023,affiliate,administrator,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Staff,February 2023,affiliate,administrator,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Faculty & Researcher,February 2023,affiliate,faculty,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Staff,February 2023,affiliate,contractor,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
Faculty & Researcher,February 2023,affiliate,faculty,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
Staff,February 2023,affiliate,contractor,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Student,February 2023,student,degree,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
Staff,February 2023,affiliate,contractor,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
Staff,February 2023,affiliate,administrator,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Others,February 2023,student,--Unknown billing code--,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Staff,February 2023,affiliate,contractor,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
Faculty & Researcher,February 2023,affiliate,researcher,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Staff,February 2023,affiliate,contractor,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Staff,February 2023,affiliate,contractor,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
Staff,February 2023,affiliate,administrator,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Others,February 2023,student,--Unknown billing code--,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Staff,February 2023,affiliate,contractor,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Staff,February 2023,affiliate,contractor,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Faculty & Researcher,February 2023,affiliate,faculty,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Staff,February 2023,affiliate,administrator,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Student,February 2023,student,degree,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Staff,February 2023,affiliate,contractor,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Student,February 2023,student,degree,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Faculty & Researcher,February 2023,affiliate,faculty,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Faculty & Researcher,February 2023,affiliate,researcher,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
Staff,February 2023,affiliate,contractor,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Faculty & Researcher,February 2023,affiliate,researcher,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Student,February 2023,student,degree,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Others,February 2023,student,--Unknown billing code--,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Staff,February 2023,affiliate,security_staff,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Staff,February 2023,student,prospective_employee,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Faculty & Researcher,February 2023,affiliate,visiting_scholar,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Student,February 2023,student,degree,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Student,February 2023,student,degree,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
Student,February 2023,student,degree,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
Student,February 2023,student,student on leave,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Faculty & Researcher,February 2023,student,researcher,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Student,February 2023,student,degree,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Student,February 2023,student,degree,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
Faculty & Researcher,February 2023,student,researcher,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Others,February 2023,affiliate,ad_executive_authority,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Others,February 2023,affiliate,--Unknown billing code--,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Faculty & Researcher,February 2023,affiliate,adjunct faculty,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Others,February 2023,affiliate,--Unknown billing code--,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,ad_contingent,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,administrator,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,administrator,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,ad_contingent,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,administrator,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,ad_employee_of_vendor,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
Staff,February 2023,affiliate,administrator,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,administrator,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,administrator,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,administrator,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,administrator,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,contractor,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,2
Staff,February 2023,affiliate,administrator,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,contractor,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,administrator,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Faculty & Researcher,February 2023,affiliate,researcher,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,contractor,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,2
Staff,February 2023,affiliate,contractor,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Student,February 2023,affiliate,degree,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,administrator,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,administrator,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Others,February 2023,student,--Unknown billing code--,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Staff,February 2023,affiliate,contractor,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,contractor,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
Staff,February 2023,affiliate,contractor,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
Faculty & Researcher,February 2023,affiliate,faculty,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
